Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Unit Amenities,Building Amenities,Pets,Price,Latitude,Longitude,Date,Url
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2 Bedrooms,2 Bathrooms,794 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,612",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2 Bedrooms,2 Bathrooms,794 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,622",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2 Bedrooms,2 Bathrooms,794 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,627",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2 Bedrooms,2 Bathrooms,794 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,632",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2 Bedrooms,2 Bathrooms,794 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,632",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2 Bedrooms,2 Bathrooms,794 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,637",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B14 Two Bedroom,2 Bedrooms,2 Bathrooms,891 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,640",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B13 Two Bedroom,2 Bedrooms,2 Bathrooms,881 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,640",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2 Bedrooms,2 Bathrooms,794 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,642",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B13 Two Bedroom,2 Bedrooms,2 Bathrooms,881 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,645",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B12 Two Bedroom,2 Bedrooms,2 Bathrooms,870 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,645",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2 Bedrooms,2 Bathrooms,794 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,647",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B13 Two Bedroom,2 Bedrooms,2 Bathrooms,881 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,650",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B13 Two Bedroom,2 Bedrooms,2 Bathrooms,881 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,655",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B12 Two Bedroom,2 Bedrooms,2 Bathrooms,870 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,680",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B12 Two Bedroom,2 Bedrooms,2 Bathrooms,870 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,705",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B13 Two Bedroom,2 Bedrooms,2 Bathrooms,881 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,710",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B12 Two Bedroom,2 Bedrooms,2 Bathrooms,870 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,710",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B12 Two Bedroom,2 Bedrooms,2 Bathrooms,870 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,715",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B12 Two Bedroom,2 Bedrooms,2 Bathrooms,870 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,720",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B12 Two Bedroom,2 Bedrooms,2 Bathrooms,870 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,770",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B12 Two Bedroom,2 Bedrooms,2 Bathrooms,870 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,775",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,TB1 Two Bedroom,2 Bedrooms,"2 Full, 1 Half Bath","1,074 SQFT","Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$4,545",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,C1 Three Bedroom,3 Bedrooms,2 Bathrooms,995 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$4,367",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,C1 Three Bedroom,3 Bedrooms,2 Bathrooms,995 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$4,372",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,C1 Three Bedroom,3 Bedrooms,2 Bathrooms,995 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$4,397",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,C1 Three Bedroom,3 Bedrooms,2 Bathrooms,995 SQFT,"Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$4,407",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,C2 Three Bedroom,3 Bedrooms,2 Bathrooms,"1,005 SQFT","Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$4,427",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,C2 Three Bedroom,3 Bedrooms,2 Bathrooms,"1,005 SQFT","Air Conditioning, Assigned Parking, Central Heat, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Elevator, Fitness Center, Garage Parking, On Site Laundry, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$4,537",43.65162672443693,-79.3558931318249,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p955742/maple-house-at-canary-landing-apartments-at-131-mill-st-toronto-on-m5a-2z8
The Selby,Upper Jarvis Apartments,"25 Selby St, Toronto, ON M4Y 0E6",Toronto,A11 One Bedroom,1 Bedrooms,1 Bathroom,524 SQFT,"Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Outdoor Space, Walk In Closets",", Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$2,469",43.67135917305433,-79.37653257464821,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p354975/the-selby-apartments-at-25-selby-st-toronto-on-m4y-0e6
